Reporting Period,Accounting Period,Artist(s),Release,Track,UPC,ISRC,Partner,Country,Type,Units,Revenue (USD),Revenue Share (%),Split Pay Share (%)
2025-02-01,2025-03-01,Le Zhang,,The Last Time I Was Here,,QZS632594821,SOUNDCLOUD,AU,AD_STREAM,1.000000000,0.001130700,100,100
2025-02-01,2025-03-01,Le Zhang,,The Last Time I Was Here,,QZS632594821,SOUNDCLOUD,CA,AD_STREAM,2.000000000,0.000637300,100,100
2025-02-01,2025-03-01,Le Zhang,,The Last Time I Was Here,,QZS632594821,SOUNDCLOUD,DE,AD_STREAM,2.000000000,0.000572700,100,100
2025-02-01,2025-03-01,Le Zhang,,The Last Time I Was Here,,QZS632594821,SOUNDCLOUD,FR,AD_STREAM,2.000000000,0.000231500,100,100
2025-02-01,2025-03-01,Le Zhang,,The Last Time I Was Here,,QZS632594821,SOUNDCLOUD,GB,AD_STREAM,1.000000000,0.001590800,100,100
2025-02-01,2025-03-01,Le Zhang,,The Last Time I Was Here,,QZS632594821,SOUNDCLOUD,IT,AD_STREAM,1.000000000,0.000464100,100,100
2025-02-01,2025-03-01,Le Zhang,,The Last Time I Was Here,,QZS632594821,SOUNDCLOUD,US,AD_STREAM,4.000000000,0.007225500,100,100
2025-02-01,2025-03-01,Le Zhang,,The Last Time I Was Here,,QZS632594821,SOUNDCLOUD,US,SUB_STREAM,1.000000000,0.002161600,100,100
2025-02-01,2025-03-01,Le Zhang,,Look up when drown,,QZS642517931,SOUNDCLOUD,AT,AD_STREAM,1.000000000,0.000062700,100,100
2025-02-01,2025-03-01,Le Zhang,,Look up when drown,,QZS642517931,SOUNDCLOUD,AU,AD_STREAM,5.000000000,0.005108300,100,100
2025-02-01,2025-03-01,Le Zhang,,Look up when drown,,QZS642517931,SOUNDCLOUD,BE,AD_STREAM,1.000000000,0.000820900,100,100
2025-02-01,2025-03-01,Le Zhang,,Look up when drown,,QZS642517931,SOUNDCLOUD,CA,AD_STREAM,11.000000000,0.002949900,100,100
2025-02-01,2025-03-01,Le Zhang,,Look up when drown,,QZS642517931,SOUNDCLOUD,CH,AD_STREAM,2.000000000,0.000560000,100,100
2025-02-01,2025-03-01,Le Zhang,,Look up when drown,,QZS642517931,SOUNDCLOUD,DE,AD_STREAM,14.000000000,0.002226600,100,100
2025-02-01,2025-03-01,Le Zhang,,Look up when drown,,QZS642517931,SOUNDCLOUD,ES,AD_STREAM,5.000000000,0.000285800,100,100
2025-02-01,2025-03-01,Le Zhang,,Look up when drown,,QZS642517931,SOUNDCLOUD,FI,AD_STREAM,1.000000000,0.000405900,100,100
2025-02-01,2025-03-01,Le Zhang,,Look up when drown,,QZS642517931,SOUNDCLOUD,FR,AD_STREAM,7.000000000,0.001219700,100,100
2025-02-01,2025-03-01,Le Zhang,,Look up when drown,,QZS642517931,SOUNDCLOUD,GB,AD_STREAM,20.000000000,0.028870300,100,100
2025-02-01,2025-03-01,Le Zhang,,Look up when drown,,QZS642517931,SOUNDCLOUD,IE,AD_STREAM,6.000000000,0.001917200,100,100
2025-02-01,2025-03-01,Le Zhang,,Look up when drown,,QZS642517931,SOUNDCLOUD,IT,AD_STREAM,1.000000000,0.000169800,100,100
2025-02-01,2025-03-01,Le Zhang,,Look up when drown,,QZS642517931,SOUNDCLOUD,MX,AD_STREAM,1.000000000,0.000576400,100,100
2025-02-01,2025-03-01,Le Zhang,,Look up when drown,,QZS642517931,SOUNDCLOUD,NL,AD_STREAM,7.000000000,0.001019200,100,100
2025-02-01,2025-03-01,Le Zhang,,Look up when drown,,QZS642517931,SOUNDCLOUD,NZ,AD_STREAM,4.000000000,0.000468200,100,100
2025-02-01,2025-03-01,Le Zhang,,Look up when drown,,QZS642517931,SOUNDCLOUD,SE,AD_STREAM,2.000000000,0.000455400,100,100
2025-02-01,2025-03-01,Le Zhang,,Look up when drown,,QZS642517931,SOUNDCLOUD,US,AD_STREAM,63.000000000,0.108542800,100,100
2025-02-01,2025-03-01,Le Zhang,,Look up when drown,,QZS642517931,SOUNDCLOUD,AU,SUB_STREAM,6.000000000,0.026578200,100,100
2025-02-01,2025-03-01,Le Zhang,,Look up when drown,,QZS642517931,SOUNDCLOUD,CA,SUB_STREAM,4.000000000,0.020146800,100,100
2025-02-01,2025-03-01,Le Zhang,,Look up when drown,,QZS642517931,SOUNDCLOUD,ES,SUB_STREAM,1.000000000,0.001953000,100,100
2025-02-01,2025-03-01,Le Zhang,,Look up when drown,,QZS642517931,SOUNDCLOUD,GB,SUB_STREAM,5.000000000,0.061977400,100,100
2025-02-01,2025-03-01,Le Zhang,,Look up when drown,,QZS642517931,SOUNDCLOUD,IE,SUB_STREAM,6.000000000,0.009271300,100,100
2025-02-01,2025-03-01,Le Zhang,,Look up when drown,,QZS642517931,SOUNDCLOUD,PT,SUB_STREAM,1.000000000,0.002717100,100,100
2025-02-01,2025-03-01,Le Zhang,,Look up when drown,,QZS642517931,SOUNDCLOUD,US,SUB_STREAM,13.000000000,0.145335400,100,100
2025-02-01,2025-03-01,Le Zhang,,When the sun shines on the bed (BGM),,QZS642525787,SOUNDCLOUD,AU,AD_STREAM,2.000000000,0.001794100,100,100
2025-02-01,2025-03-01,Le Zhang,,When the sun shines on the bed (BGM),,QZS642525787,SOUNDCLOUD,CA,AD_STREAM,4.000000000,0.001146900,100,100
2025-02-01,2025-03-01,Le Zhang,,When the sun shines on the bed (BGM),,QZS642525787,SOUNDCLOUD,DE,AD_STREAM,12.000000000,0.002471600,100,100
2025-02-01,2025-03-01,Le Zhang,,When the sun shines on the bed (BGM),,QZS642525787,SOUNDCLOUD,ES,AD_STREAM,6.000000000,0E-9,100,100
2025-02-01,2025-03-01,Le Zhang,,When the sun shines on the bed (BGM),,QZS642525787,SOUNDCLOUD,FI,AD_STREAM,1.000000000,0.000448600,100,100
2025-02-01,2025-03-01,Le Zhang,,When the sun shines on the bed (BGM),,QZS642525787,SOUNDCLOUD,FR,AD_STREAM,5.000000000,0.000658900,100,100
2025-02-01,2025-03-01,Le Zhang,,When the sun shines on the bed (BGM),,QZS642525787,SOUNDCLOUD,GB,AD_STREAM,2.000000000,0.002832000,100,100
2025-02-01,2025-03-01,Le Zhang,,When the sun shines on the bed (BGM),,QZS642525787,SOUNDCLOUD,IT,AD_STREAM,3.000000000,0.001526900,100,100
2025-02-01,2025-03-01,Le Zhang,,When the sun shines on the bed (BGM),,QZS642525787,SOUNDCLOUD,MX,AD_STREAM,4.000000000,0.001223600,100,100
2025-02-01,2025-03-01,Le Zhang,,When the sun shines on the bed (BGM),,QZS642525787,SOUNDCLOUD,NL,AD_STREAM,2.000000000,0E-9,100,100
2025-02-01,2025-03-01,Le Zhang,,When the sun shines on the bed (BGM),,QZS642525787,SOUNDCLOUD,NO,AD_STREAM,3.000000000,0.000705500,100,100
2025-02-01,2025-03-01,Le Zhang,,When the sun shines on the bed (BGM),,QZS642525787,SOUNDCLOUD,NZ,AD_STREAM,1.000000000,0E-9,100,100
2025-02-01,2025-03-01,Le Zhang,,When the sun shines on the bed (BGM),,QZS642525787,SOUNDCLOUD,SE,AD_STREAM,3.000000000,0.000582800,100,100
2025-02-01,2025-03-01,Le Zhang,,When the sun shines on the bed (BGM),,QZS642525787,SOUNDCLOUD,US,AD_STREAM,44.000000000,0.067766900,100,100
2025-02-01,2025-03-01,Le Zhang,,When the sun shines on the bed (BGM),,QZS642525787,SOUNDCLOUD,AT,SUB_STREAM,1.000000000,0.002983700,100,100
2025-02-01,2025-03-01,Le Zhang,,When the sun shines on the bed (BGM),,QZS642525787,SOUNDCLOUD,AU,SUB_STREAM,1.000000000,0.004620700,100,100
2025-02-01,2025-03-01,Le Zhang,,When the sun shines on the bed (BGM),,QZS642525787,SOUNDCLOUD,FR,SUB_STREAM,3.000000000,0.010255900,100,100
2025-02-01,2025-03-01,Le Zhang,,When the sun shines on the bed (BGM),,QZS642525787,SOUNDCLOUD,GB,SUB_STREAM,2.000000000,0.012184600,100,100
2025-02-01,2025-03-01,Le Zhang,,When the sun shines on the bed (BGM),,QZS642525787,SOUNDCLOUD,IT,SUB_STREAM,2.000000000,0.000356500,100,100
2025-02-01,2025-03-01,Le Zhang,,When the sun shines on the bed (BGM),,QZS642525787,SOUNDCLOUD,US,SUB_STREAM,6.000000000,0.022393700,100,100
2025-02-01,2025-03-01,Le Zhang,,新年-停泊他乡,,QZS642532423,SOUNDCLOUD,IE,AD_STREAM,1.000000000,0.000326300,100,100
2025-02-01,2025-03-01,Le Zhang,,古卷,,QZS642538836,SOUNDCLOUD,IE,AD_STREAM,1.000000000,0.000326300,100,100
2025-02-01,2025-03-01,Le Zhang,,只是走错了方向,,QZS642543378,SOUNDCLOUD,AU,AD_STREAM,5.000000000,0.005431200,100,100
2025-02-01,2025-03-01,Le Zhang,,只是走错了方向,,QZS642543378,SOUNDCLOUD,BE,AD_STREAM,2.000000000,0.001910200,100,100
2025-02-01,2025-03-01,Le Zhang,,只是走错了方向,,QZS642543378,SOUNDCLOUD,CA,AD_STREAM,12.000000000,0.003064600,100,100
2025-02-01,2025-03-01,Le Zhang,,只是走错了方向,,QZS642543378,SOUNDCLOUD,DE,AD_STREAM,11.000000000,0.001749700,100,100
2025-02-01,2025-03-01,Le Zhang,,只是走错了方向,,QZS642543378,SOUNDCLOUD,ES,AD_STREAM,2.000000000,0.000113700,100,100
2025-02-01,2025-03-01,Le Zhang,,只是走错了方向,,QZS642543378,SOUNDCLOUD,FR,AD_STREAM,7.000000000,0.001179200,100,100
2025-02-01,2025-03-01,Le Zhang,,只是走错了方向,,QZS642543378,SOUNDCLOUD,GB,AD_STREAM,20.000000000,0.028000100,100,100
2025-02-01,2025-03-01,Le Zhang,,只是走错了方向,,QZS642543378,SOUNDCLOUD,IE,AD_STREAM,2.000000000,0.000867900,100,100
2025-02-01,2025-03-01,Le Zhang,,只是走错了方向,,QZS642543378,SOUNDCLOUD,IT,AD_STREAM,4.000000000,0.000528400,100,100
2025-02-01,2025-03-01,Le Zhang,,只是走错了方向,,QZS642543378,SOUNDCLOUD,NL,AD_STREAM,3.000000000,0.000449700,100,100
2025-02-01,2025-03-01,Le Zhang,,只是走错了方向,,QZS642543378,SOUNDCLOUD,NO,AD_STREAM,1.000000000,0.000212500,100,100
2025-02-01,2025-03-01,Le Zhang,,只是走错了方向,,QZS642543378,SOUNDCLOUD,NZ,AD_STREAM,1.000000000,0E-9,100,100
2025-02-01,2025-03-01,Le Zhang,,只是走错了方向,,QZS642543378,SOUNDCLOUD,PT,AD_STREAM,2.000000000,0E-9,100,100
2025-02-01,2025-03-01,Le Zhang,,只是走错了方向,,QZS642543378,SOUNDCLOUD,SE,AD_STREAM,2.000000000,0.000561700,100,100
2025-02-01,2025-03-01,Le Zhang,,只是走错了方向,,QZS642543378,SOUNDCLOUD,US,AD_STREAM,58.000000000,0.122686900,100,100
2025-02-01,2025-03-01,Le Zhang,,只是走错了方向,,QZS642543378,SOUNDCLOUD,AU,SUB_STREAM,2.000000000,0.005855700,100,100
2025-02-01,2025-03-01,Le Zhang,,只是走错了方向,,QZS642543378,SOUNDCLOUD,CA,SUB_STREAM,1.000000000,0.004943200,100,100
2025-02-01,2025-03-01,Le Zhang,,只是走错了方向,,QZS642543378,SOUNDCLOUD,DE,SUB_STREAM,1.000000000,0.007507200,100,100
2025-02-01,2025-03-01,Le Zhang,,只是走错了方向,,QZS642543378,SOUNDCLOUD,ES,SUB_STREAM,1.000000000,0E-9,100,100
2025-02-01,2025-03-01,Le Zhang,,只是走错了方向,,QZS642543378,SOUNDCLOUD,GB,SUB_STREAM,1.000000000,0.001298500,100,100
2025-02-01,2025-03-01,Le Zhang,,只是走错了方向,,QZS642543378,SOUNDCLOUD,IE,SUB_STREAM,1.000000000,0.005174900,100,100
2025-02-01,2025-03-01,Le Zhang,,只是走错了方向,,QZS642543378,SOUNDCLOUD,NO,SUB_STREAM,1.000000000,0.004689600,100,100
2025-02-01,2025-03-01,Le Zhang,,只是走错了方向,,QZS642543378,SOUNDCLOUD,US,SUB_STREAM,6.000000000,0.841118900,100,100
2025-02-01,2025-03-01,Le Zhang,,永恒幻境,,QZS642546809,SOUNDCLOUD,AU,AD_STREAM,4.000000000,0.004016900,100,100
2025-02-01,2025-03-01,Le Zhang,,永恒幻境,,QZS642546809,SOUNDCLOUD,BE,AD_STREAM,1.000000000,0E-9,100,100
2025-02-01,2025-03-01,Le Zhang,,永恒幻境,,QZS642546809,SOUNDCLOUD,CA,AD_STREAM,1.000000000,0.000326200,100,100
2025-02-01,2025-03-01,Le Zhang,,永恒幻境,,QZS642546809,SOUNDCLOUD,CH,AD_STREAM,1.000000000,0.000614000,100,100
2025-02-01,2025-03-01,Le Zhang,,永恒幻境,,QZS642546809,SOUNDCLOUD,DE,AD_STREAM,10.000000000,0.001451100,100,100
2025-02-01,2025-03-01,Le Zhang,,永恒幻境,,QZS642546809,SOUNDCLOUD,ES,AD_STREAM,3.000000000,0.000184100,100,100
2025-02-01,2025-03-01,Le Zhang,,永恒幻境,,QZS642546809,SOUNDCLOUD,FI,AD_STREAM,1.000000000,0.000384800,100,100
2025-02-01,2025-03-01,Le Zhang,,永恒幻境,,QZS642546809,SOUNDCLOUD,FR,AD_STREAM,1.000000000,0.000233400,100,100
2025-02-01,2025-03-01,Le Zhang,,永恒幻境,,QZS642546809,SOUNDCLOUD,GB,AD_STREAM,7.000000000,0.010415300,100,100
2025-02-01,2025-03-01,Le Zhang,,永恒幻境,,QZS642546809,SOUNDCLOUD,IE,AD_STREAM,1.000000000,0E-9,100,100
2025-02-01,2025-03-01,Le Zhang,,永恒幻境,,QZS642546809,SOUNDCLOUD,IT,AD_STREAM,1.000000000,0E-9,100,100
2025-02-01,2025-03-01,Le Zhang,,永恒幻境,,QZS642546809,SOUNDCLOUD,NL,AD_STREAM,2.000000000,0.000388000,100,100
2025-02-01,2025-03-01,Le Zhang,,永恒幻境,,QZS642546809,SOUNDCLOUD,NO,AD_STREAM,1.000000000,0E-9,100,100
2025-02-01,2025-03-01,Le Zhang,,永恒幻境,,QZS642546809,SOUNDCLOUD,NZ,AD_STREAM,1.000000000,0.000177900,100,100
2025-02-01,2025-03-01,Le Zhang,,永恒幻境,,QZS642546809,SOUNDCLOUD,PT,AD_STREAM,1.000000000,0.000057200,100,100
2025-02-01,2025-03-01,Le Zhang,,永恒幻境,,QZS642546809,SOUNDCLOUD,SE,AD_STREAM,1.000000000,0.000142300,100,100
2025-02-01,2025-03-01,Le Zhang,,永恒幻境,,QZS642546809,SOUNDCLOUD,US,AD_STREAM,25.000000000,0.052957600,100,100
2025-02-01,2025-03-01,Le Zhang,,永恒幻境,,QZS642546809,SOUNDCLOUD,AU,SUB_STREAM,1.000000000,0.002900300,100,100
2025-02-01,2025-03-01,Le Zhang,,永恒幻境,,QZS642546809,SOUNDCLOUD,DE,SUB_STREAM,1.000000000,0.013223700,100,100
2025-02-01,2025-03-01,Le Zhang,,永恒幻境,,QZS642546809,SOUNDCLOUD,FR,SUB_STREAM,2.000000000,0.007631600,100,100
2025-02-01,2025-03-01,Le Zhang,,永恒幻境,,QZS642546809,SOUNDCLOUD,GB,SUB_STREAM,2.000000000,0.020111100,100,100
2025-02-01,2025-03-01,Le Zhang,,永恒幻境,,QZS642546809,SOUNDCLOUD,SE,SUB_STREAM,1.000000000,0.004735800,100,100
2025-02-01,2025-03-01,Le Zhang,,永恒幻境,,QZS642546809,SOUNDCLOUD,US,SUB_STREAM,8.000000000,0.050675800,100,100
2025-02-01,2025-03-01,Le Zhang,,年末雪,,QZS642553201,SOUNDCLOUD,IE,AD_STREAM,1.000000000,0.000326300,100,100
2025-02-01,2025-03-01,Le Zhang,,遥远的从前,,QZS642584802,SOUNDCLOUD,IE,AD_STREAM,1.000000000,0.000326300,100,100
2024-12-01,2025-04-01,Le Zhang,勇敢的眼泪,勇敢的眼泪,085494118585,QZMHL2596637,NETEASE,CN,UNKNOWN_STREAM,1.000000000,0.000153400,80,100
2025-02-01,2025-04-01,Le Zhang,酒吧对话,魔法师的草药茶,085494206640,QZMHM2571698,APPLE,US,UNKNOWN_STREAM,1.000000000,0E-9,100,100
2025-02-01,2025-04-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,,UNKNOWN_STREAM,1.000000000,0.000253300,80,100
2025-02-01,2025-04-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,HN,UNKNOWN_STREAM,1.000000000,3.00E-7,75,100
2025-02-01,2025-04-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,PR,UNKNOWN_STREAM,1.000000000,0.000001800,78,100
2025-02-01,2025-04-01,Le Zhang,CatDaily,小猫日常,674053008681,QZMHK2594636,FACEBOOK,US,UNKNOWN_STREAM,22.000000000,0.000379100,80,100
2025-02-01,2025-04-01,Le Zhang,酒吧对话,魔法师的草药茶,085494206640,QZMHM2571698,NETEASE,CN,UNKNOWN_STREAM,1.000000000,0.000723100,80,100
2025-02-01,2025-04-01,Le Zhang,,桂花载酒,,QZMHK2559131,YOUTUBE_ART_TRACK,MY,SRAV_AD_ART_TRACK,1.000000000,0.000367100,80,100
2025-02-01,2025-04-01,Le Zhang,,巴士和滑雪场,,QZMHK2594112,YOUTUBE_ART_TRACK,TW,SRAV_SUB_ART_TRACK,1.000000000,0.001851900,80,100
2025-03-01,2025-04-01,Le Zhang,,Shaky Clear,,QM42K2529928,SOUNDCLOUD,US,AD_STREAM,1.000000000,0.003361200,100,100
2025-03-01,2025-04-01,Le Zhang,,Rain,,QZMHK2507139,SOUNDCLOUD,FR,AD_STREAM,4.000000000,0.003522700,100,100
2025-03-01,2025-04-01,Le Zhang,,时空夹缝之旅,,QZMHK2513031,SOUNDCLOUD,US,AD_STREAM,1.000000000,0.003361200,100,100
2025-03-01,2025-04-01,Le Zhang,,Explore the jungle(BGM),,QZMHK2540200,SOUNDCLOUD,FI,AD_STREAM,1.000000000,0.000140900,100,100
2025-03-01,2025-04-01,Le Zhang,,Explore the jungle(BGM),,QZMHK2540200,SOUNDCLOUD,US,AD_STREAM,9.000000000,0E-9,100,100
2025-03-01,2025-04-01,Le Zhang,,恶魔兄妹,,QZMHK2553828,SOUNDCLOUD,AU,AD_STREAM,3.000000000,0.005055200,100,100
2025-03-01,2025-04-01,Le Zhang,,恶魔兄妹,,QZMHK2553828,SOUNDCLOUD,CA,AD_STREAM,1.000000000,0.000382600,100,100
2025-03-01,2025-04-01,Le Zhang,,恶魔兄妹,,QZMHK2553828,SOUNDCLOUD,DE,AD_STREAM,1.000000000,0.000144600,100,100
2025-03-01,2025-04-01,Le Zhang,,恶魔兄妹,,QZMHK2553828,SOUNDCLOUD,FR,AD_STREAM,2.000000000,0.000935600,100,100
2025-03-01,2025-04-01,Le Zhang,,恶魔兄妹,,QZMHK2553828,SOUNDCLOUD,GB,AD_STREAM,2.000000000,0.004017500,100,100
2025-03-01,2025-04-01,Le Zhang,,恶魔兄妹,,QZMHK2553828,SOUNDCLOUD,IT,AD_STREAM,1.000000000,0.000557000,100,100
2025-03-01,2025-04-01,Le Zhang,,恶魔兄妹,,QZMHK2553828,SOUNDCLOUD,MX,AD_STREAM,2.000000000,0.000203700,100,100
2025-03-01,2025-04-01,Le Zhang,,恶魔兄妹,,QZMHK2553828,SOUNDCLOUD,NO,AD_STREAM,1.000000000,0.000860200,100,100
2025-03-01,2025-04-01,Le Zhang,,恶魔兄妹,,QZMHK2553828,SOUNDCLOUD,PT,AD_STREAM,1.000000000,0.000543300,100,100
2025-03-01,2025-04-01,Le Zhang,,恶魔兄妹,,QZMHK2553828,SOUNDCLOUD,SE,AD_STREAM,2.000000000,0.001082300,100,100
2025-03-01,2025-04-01,Le Zhang,,恶魔兄妹,,QZMHK2553828,SOUNDCLOUD,US,AD_STREAM,20.000000000,0.039675100,100,100
2025-03-01,2025-04-01,Le Zhang,,恶魔兄妹,,QZMHK2553828,SOUNDCLOUD,FI,SUB_STREAM,1.000000000,0.004739800,100,100
2025-03-01,2025-04-01,Le Zhang,,恶魔兄妹,,QZMHK2553828,SOUNDCLOUD,FR,SUB_STREAM,1.000000000,0.012821000,100,100
2025-03-01,2025-04-01,Le Zhang,,恶魔兄妹,,QZMHK2553828,SOUNDCLOUD,GB,SUB_STREAM,2.000000000,0.016988200,100,100
2025-03-01,2025-04-01,Le Zhang,,恶魔兄妹,,QZMHK2553828,SOUNDCLOUD,IT,SUB_STREAM,1.000000000,0.008757800,100,100
2025-03-01,2025-04-01,Le Zhang,,恶魔兄妹,,QZMHK2553828,SOUNDCLOUD,SE,SUB_STREAM,3.000000000,0.019977100,100,100
2025-03-01,2025-04-01,Le Zhang,,恶魔兄妹,,QZMHK2553828,SOUNDCLOUD,US,SUB_STREAM,2.000000000,0.010815700,100,100
2025-03-01,2025-04-01,Le Zhang,,酒吧对话,,QZMHK2558042,SOUNDCLOUD,US,AD_STREAM,1.000000000,0.003361200,100,100
2025-03-01,2025-04-01,Le Zhang,,酒吧对话,,QZMHK2558042,SOUNDCLOUD,US,SUB_STREAM,4.000000000,0.008220500,100,100
2025-03-01,2025-04-01,Le Zhang,,桂花载酒,,QZMHK2559131,SOUNDCLOUD,US,AD_STREAM,1.000000000,0.003361200,100,100
2025-03-01,2025-04-01,Le Zhang,,This Time,,QZMHK2564092,SOUNDCLOUD,GB,AD_STREAM,1.000000000,0E-9,100,100
2025-03-01,2025-04-01,Le Zhang,,This Time,,QZMHK2564092,SOUNDCLOUD,US,AD_STREAM,4.000000000,0.007748900,100,100
2025-03-01,2025-04-01,Le Zhang,,This Time,,QZMHK2564092,SOUNDCLOUD,US,SUB_STREAM,1.000000000,0.004372700,100,100
2025-03-01,2025-04-01,Le Zhang,,The Bridge,,QZMHK2571181,SOUNDCLOUD,US,AD_STREAM,21.000000000,0.060437300,100,100
2025-03-01,2025-04-01,Le Zhang,,小猫日常,,QZMHK2594636,SOUNDCLOUD,US,AD_STREAM,5.000000000,0.010667300,100,100
2025-03-01,2025-04-01,Le Zhang,,小猫日常,,QZMHK2594636,SOUNDCLOUD,US,SUB_STREAM,1.000000000,0.026693200,100,100
2025-03-01,2025-04-01,Le Zhang,,Demon Family,,QZMHL2559783,SOUNDCLOUD,AU,AD_STREAM,2.000000000,0.002961300,100,100
2025-03-01,2025-04-01,Le Zhang,,Demon Family,,QZMHL2559783,SOUNDCLOUD,BE,AD_STREAM,1.000000000,0.000935800,100,100
2025-03-01,2025-04-01,Le Zhang,,Demon Family,,QZMHL2559783,SOUNDCLOUD,CA,AD_STREAM,2.000000000,0.000953300,100,100
2025-03-01,2025-04-01,Le Zhang,,Demon Family,,QZMHL2559783,SOUNDCLOUD,DE,AD_STREAM,11.000000000,0.004182200,100,100
2025-03-01,2025-04-01,Le Zhang,,Demon Family,,QZMHL2559783,SOUNDCLOUD,FR,AD_STREAM,25.000000000,0.021008700,100,100
2025-03-01,2025-04-01,Le Zhang,,Demon Family,,QZMHL2559783,SOUNDCLOUD,GB,AD_STREAM,12.000000000,0.022982000,100,100
2025-03-01,2025-04-01,Le Zhang,,Demon Family,,QZMHL2559783,SOUNDCLOUD,MX,AD_STREAM,1.000000000,0.000098300,100,100
2025-03-01,2025-04-01,Le Zhang,,Demon Family,,QZMHL2559783,SOUNDCLOUD,NL,AD_STREAM,5.000000000,0.001599300,100,100
2025-03-01,2025-04-01,Le Zhang,,Demon Family,,QZMHL2559783,SOUNDCLOUD,NO,AD_STREAM,2.000000000,0.001051600,100,100
2025-03-01,2025-04-01,Le Zhang,,Demon Family,,QZMHL2559783,SOUNDCLOUD,US,AD_STREAM,34.000000000,0.065579100,100,100
2025-03-01,2025-04-01,Le Zhang,,Demon Family,,QZMHL2559783,SOUNDCLOUD,DE,SUB_STREAM,1.000000000,0.007979500,100,100
2025-03-01,2025-04-01,Le Zhang,,Demon Family,,QZMHL2559783,SOUNDCLOUD,GB,SUB_STREAM,1.000000000,0.014014500,100,100
2025-03-01,2025-04-01,Le Zhang,,Demon Family,,QZMHL2559783,SOUNDCLOUD,US,SUB_STREAM,3.000000000,0.013158100,100,83
2025-03-01,2025-04-01,Le Zhang,,Demon Family,,QZMHL2559783,SOUNDCLOUD,US,SUB_STREAM,1.000000000,0.002669300,100,17
2025-03-01,2025-04-01,Le Zhang,,下雨天 - 重启,,QZMHL2582141,SOUNDCLOUD,US,AD_STREAM,1.000000000,0.003361200,100,100
2025-03-01,2025-04-01,Le Zhang,,我早就去过远方,,QZMHL2587041,SOUNDCLOUD,US,AD_STREAM,1.000000000,0.003361200,100,100
2025-03-01,2025-04-01,Le Zhang,,魔法师的水晶球,,QZMHL2587734,SOUNDCLOUD,US,AD_STREAM,1.000000000,0.003361200,100,100
2025-03-01,2025-04-01,Le Zhang,,勇敢的眼泪,,QZMHL2596637,SOUNDCLOUD,DE,AD_STREAM,1.000000000,0.000398500,100,100
2025-03-01,2025-04-01,Le Zhang,,No one knows,,QZMHM2533540,SOUNDCLOUD,AT,AD_STREAM,1.000000000,0.000411700,100,100
2025-03-01,2025-04-01,Le Zhang,,No one knows,,QZMHM2533540,SOUNDCLOUD,AU,AD_STREAM,13.000000000,0.016894300,100,100
2025-03-01,2025-04-01,Le Zhang,,No one knows,,QZMHM2533540,SOUNDCLOUD,BE,AD_STREAM,1.000000000,0.000862300,100,100
2025-03-01,2025-04-01,Le Zhang,,No one knows,,QZMHM2533540,SOUNDCLOUD,CA,AD_STREAM,18.000000000,0.008323900,100,100
2025-03-01,2025-04-01,Le Zhang,,No one knows,,QZMHM2533540,SOUNDCLOUD,CH,AD_STREAM,2.000000000,0.001487000,100,100
2025-03-01,2025-04-01,Le Zhang,,No one knows,,QZMHM2533540,SOUNDCLOUD,DE,AD_STREAM,27.000000000,0.008139700,100,100
2025-03-01,2025-04-01,Le Zhang,,No one knows,,QZMHM2533540,SOUNDCLOUD,ES,AD_STREAM,9.000000000,0.000461400,100,100
2025-03-01,2025-04-01,Le Zhang,,No one knows,,QZMHM2533540,SOUNDCLOUD,FI,AD_STREAM,2.000000000,0.001482900,100,100
2025-03-01,2025-04-01,Le Zhang,,No one knows,,QZMHM2533540,SOUNDCLOUD,FR,AD_STREAM,16.000000000,0.007863200,100,100
2025-03-01,2025-04-01,Le Zhang,,No one knows,,QZMHM2533540,SOUNDCLOUD,GB,AD_STREAM,29.000000000,0.043760700,100,100
2025-03-01,2025-04-01,Le Zhang,,No one knows,,QZMHM2533540,SOUNDCLOUD,IE,AD_STREAM,4.000000000,0.001996700,100,100
2025-03-01,2025-04-01,Le Zhang,,No one knows,,QZMHM2533540,SOUNDCLOUD,IT,AD_STREAM,4.000000000,0.003275500,100,100
2025-03-01,2025-04-01,Le Zhang,,No one knows,,QZMHM2533540,SOUNDCLOUD,MX,AD_STREAM,2.000000000,0.000075000,100,100
2025-03-01,2025-04-01,Le Zhang,,No one knows,,QZMHM2533540,SOUNDCLOUD,NL,AD_STREAM,4.000000000,0.002414400,100,100
2025-03-01,2025-04-01,Le Zhang,,No one knows,,QZMHM2533540,SOUNDCLOUD,NZ,AD_STREAM,1.000000000,0.000101800,100,100
2025-03-01,2025-04-01,Le Zhang,,No one knows,,QZMHM2533540,SOUNDCLOUD,PT,AD_STREAM,3.000000000,0.001422800,100,100
2025-03-01,2025-04-01,Le Zhang,,No one knows,,QZMHM2533540,SOUNDCLOUD,SE,AD_STREAM,1.000000000,0.000469600,100,100
2025-03-01,2025-04-01,Le Zhang,,No one knows,,QZMHM2533540,SOUNDCLOUD,US,AD_STREAM,108.000000000,0.218152900,100,100
2025-03-01,2025-04-01,Le Zhang,,No one knows,,QZMHM2533540,SOUNDCLOUD,AU,SUB_STREAM,2.000000000,0.012542800,100,100
